,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,black_king_dst,black2white_king_dst,black2rook_dst
12351,4,3,1,4,4,8,11,0,5,4
6107,4,3,4,5,6,1,8,0,2,4
18340,3,1,8,5,4,6,13,2,5,4
10656,2,1,8,8,1,4,11,0,3,7
2119,4,2,4,6,3,5,-1,2,3,1
19187,3,2,8,7,4,7,13,1,5,4
17673,2,2,4,2,8,5,13,0,6,4
27832,1,1,7,2,4,3,16,2,3,3
17633,2,2,3,1,7,3,13,1,5,4
25029,4,1,7,8,3,8,14,0,7,4
4904,4,3,4,4,6,3,7,2,2,2
15948,4,2,8,5,4,7,12,1,5,4
26749,2,2,6,4,4,4,15,3,2,2
7994,4,4,2,4,6,2,9,1,2,4
14880,3,3,2,7,7,3,12,1,4,5
25631,1,1,2,7,7,4,15,1,6,5
15883,4,2,7,5,5,4,12,3,2,2
18763,3,2,4,2,7,3,13,1,4,3
18754,3,2,4,2,4,6,13,2,4,4
25066,4,1,8,1,6,7,14,1,6,6
17481,2,1,8,1,8,6,13,0,6,5
23484,3,1,8,1,4,4,14,3,3,4
25807,1,1,5,5,7,3,15,1,6,2
26251,2,1,4,1,4,4,15,3,3,3
4368,4,3,6,1,2,2,6,1,2,4
25251,4,1,8,8,7,6,14,1,5,2
490,2,1,7,2,8,1,-1,0,6,1
16398,4,3,6,2,3,5,12,2,2,3
20231,4,2,2,8,6,3,13,2,2,5
16902,1,1,6,5,8,1,13,0,7,4
19184,3,2,8,7,3,6,13,2,4,5
8321,1,1,1,5,8,1,10,0,7,7
9281,3,3,8,8,8,1,10,0,5,7
1225,3,2,4,4,5,3,-1,2,2,1
21262,1,1,8,6,8,2,14,0,7,4
13505,2,1,7,5,1,8,12,0,7,6
23544,3,1,8,3,3,4,14,2,3,5
17737,2,2,5,3,7,7,13,1,5,4
166,1,1,8,1,7,1,-1,0,6,1
19180,3,2,8,6,8,3,13,0,5,3
10646,2,1,8,4,5,2,11,1,3,3
24989,4,1,7,5,6,3,14,2,2,2
17784,2,2,6,7,4,1,13,0,2,6
2980,3,2,6,6,1,2,2,0,2,5
1452,3,2,8,7,7,7,-1,1,5,1
27093,3,1,6,1,3,5,15,2,4,4
27707,1,1,3,2,5,5,16,3,4,3
16754,1,1,1,2,7,2,13,1,6,6
4272,4,3,2,3,1,7,6,0,4,4
15047,3,3,7,1,7,5,12,1,4,4
23086,3,1,4,3,7,6,14,1,5,3
14696,3,2,8,1,2,5,12,1,3,6
15539,4,2,1,5,6,5,12,2,3,5
1861,4,1,6,4,7,5,-1,1,4,1
6975,3,1,7,3,8,6,9,0,5,3
13359,2,1,4,5,1,6,12,0,5,3
20397,4,2,4,8,5,5,13,3,3,3
23478,3,1,8,1,3,3,14,2,2,5
21972,2,1,7,4,1,4,14,0,3,6
7691,4,3,3,8,2,6,9,1,3,2
1645,4,1,1,6,1,7,-1,0,6,1
20235,4,2,2,8,6,7,13,1,5,4
3703,4,3,1,8,1,1,5,0,3,7
22755,3,1,1,6,6,6,14,2,5,5
20441,4,2,5,6,7,5,13,1,3,2
26634,2,1,8,6,2,6,15,1,5,6
26275,2,1,4,2,7,4,15,1,5,3
17448,2,1,7,4,4,2,13,1,2,3
10820,3,1,1,7,3,8,11,0,7,2
24835,4,1,6,4,2,6,14,1,5,4
7614,4,3,2,8,8,3,9,0,4,6
17700,2,2,4,7,8,5,13,0,6,4
18850,3,2,5,6,6,4,13,2,3,2
24190,4,1,1,3,4,7,14,1,6,4
15287,4,1,4,7,3,3,12,2,2,4
12978,4,4,3,1,6,4,11,2,2,3
3381,4,3,3,2,1,1,4,0,3,2
28055,2,1,7,7,7,5,16,1,5,2
1894,4,1,7,1,8,1,-1,0,4,1
12848,4,3,8,5,3,8,11,0,5,5
20856,4,2,8,8,5,7,13,1,5,3
24823,4,1,6,3,5,6,14,2,5,3
7742,4,3,4,8,6,3,9,2,2,5
11689,4,1,3,2,6,2,11,1,2,3
4719,4,1,2,3,1,8,7,0,7,5
24156,4,1,1,2,3,8,14,0,7,6
13764,2,2,7,6,7,1,12,0,5,5
25088,4,1,8,2,5,7,14,1,6,5
1792,4,1,4,8,4,7,-1,1,6,1
13498,2,1,7,2,2,8,12,0,7,6
3073,3,3,7,4,3,1,2,0,2,4
11013,3,1,6,8,1,2,11,0,2,6
22109,2,1,8,4,5,6,14,2,5,3
18236,3,1,6,6,6,1,13,0,3,5
6941,3,1,3,4,2,8,9,0,7,4
3218,4,3,6,2,1,1,3,0,3,5
27190,3,1,6,8,5,5,15,3,4,3
9354,4,1,5,3,1,8,10,0,7,5
18175,3,1,5,7,6,2,13,1,3,5
2852,3,2,5,5,1,1,1,0,2,4
21925,2,1,6,8,2,4,14,1,3,4
1723,4,1,3,4,4,5,-1,3,4,1
14784,3,3,1,2,6,3,12,2,3,5
26350,2,1,5,6,2,5,15,1,4,3
8680,2,2,7,8,8,5,10,0,6,3
11570,3,3,6,5,8,5,11,0,5,2
11460,3,3,4,1,8,5,11,0,5,4
15705,4,2,4,7,2,5,12,1,3,2
24069,3,2,8,6,5,5,14,3,3,3
24818,4,1,6,3,4,5,14,3,4,2
23323,3,1,6,6,1,6,14,0,5,5
25951,1,1,8,5,3,3,15,2,2,5
21459,2,1,1,8,6,6,14,2,5,5
19841,4,1,7,2,2,6,13,1,5,5
8957,3,2,4,8,1,3,10,0,2,5
15284,4,1,4,7,1,5,12,0,4,3
7109,3,2,4,7,1,8,9,0,6,3
19101,3,2,8,2,4,6,13,2,4,4
26830,2,2,8,7,6,6,15,2,4,2
20538,4,2,6,5,4,4,13,3,2,2
12122,4,2,5,2,5,8,11,0,6,6
1614,3,3,8,6,8,7,-1,0,5,1
3586,4,2,3,4,2,1,5,0,2,3
24390,4,1,2,3,6,3,14,2,2,4
11770,4,1,5,3,6,8,11,0,7,5
15646,4,2,3,8,7,3,12,1,3,5
13350,2,1,4,3,3,6,12,2,5,3
1789,4,1,4,7,5,8,-1,0,7,1
25288,4,2,2,1,3,4,14,2,2,3
23118,3,1,4,7,8,7,14,0,6,4
6498,4,4,6,8,4,2,8,1,2,6
21781,2,1,5,5,1,5,14,0,4,4
2796,3,1,1,3,1,1,0,0,2,2
4796,4,2,5,4,7,2,7,1,3,2
1474,3,3,5,2,4,1,-1,0,2,1
2545,4,3,7,1,8,2,-1,0,4,1
22268,2,2,2,3,7,6,14,1,5,5
2570,4,3,7,5,6,4,-1,2,2,1
12419,4,3,2,2,8,7,11,0,4,6
17868,3,1,1,5,4,7,13,1,6,3
22003,2,1,7,5,4,7,14,1,6,3
25166,4,1,8,6,1,6,14,0,5,7
11312,3,2,6,8,7,6,11,1,4,2
28033,2,1,6,6,6,2,16,1,4,4
14910,3,3,3,2,8,6,12,0,5,5
4596,3,2,1,3,6,2,7,1,3,5
9148,3,3,2,8,7,2,10,1,4,6
21916,2,1,6,6,1,4,14,0,3,5
2892,4,3,2,6,3,1,1,0,2,5
17206,2,1,5,1,4,7,13,1,6,6
27384,4,1,2,8,2,6,15,1,5,2
27657,4,1,7,8,4,6,15,2,5,3
7963,4,4,2,1,4,1,9,0,3,2
12302,4,2,8,6,5,8,11,0,6,3
5208,2,1,2,5,1,8,8,0,7,3
3494,4,1,4,5,2,1,5,0,2,4
6564,4,4,8,1,3,2,8,1,2,5
24346,4,1,2,1,7,3,14,1,3,5
2252,4,2,7,4,8,4,-1,0,4,1
26670,2,1,8,7,6,7,15,1,6,2
19424,3,3,8,3,6,6,13,2,3,3
24101,3,3,7,3,5,3,14,2,2,2
15081,3,3,8,2,7,6,12,1,4,4
21435,2,1,1,8,2,6,14,1,5,2
16026,4,3,1,3,3,5,12,2,2,2
1850,4,1,6,3,6,4,-1,2,3,1
5196,2,1,1,3,8,1,8,0,6,7
5163,4,4,8,3,3,2,7,1,2,5
4057,4,1,4,5,8,1,6,0,4,4
7330,3,3,7,1,4,1,9,0,2,3
16571,4,3,7,8,4,6,12,2,3,3
3469,4,1,1,3,8,1,5,0,4,7
25175,4,1,8,6,4,3,14,2,2,4
4349,4,3,5,4,8,1,6,0,4,3
20103,4,2,2,1,4,8,13,0,6,7
19408,3,3,7,8,6,4,13,2,3,4
17033,2,1,1,7,8,3,13,0,6,7
5401,3,2,1,2,6,1,8,0,3,5
22612,3,1,1,1,3,5,14,2,4,4
15826,4,2,5,8,6,5,12,2,3,3
25151,4,1,8,4,6,4,14,2,3,2
4494,1,1,2,2,7,1,7,0,6,5
18751,3,2,4,1,7,5,13,1,4,4
20580,4,2,7,1,6,8,13,0,6,7
16272,4,3,3,4,5,6,12,2,3,2
21426,2,1,1,7,7,6,14,1,5,6
4257,4,3,1,5,8,1,6,0,4,7
128,1,1,7,2,8,3,-1,0,7,1
21532,2,1,2,5,6,5,14,2,4,4
24924,4,1,7,2,5,3,14,2,2,2
4606,3,2,2,2,1,4,7,0,2,2
12578,4,3,4,5,4,7,11,1,4,2
8315,4,4,8,8,7,1,9,0,3,7
18385,3,2,1,1,4,6,13,2,4,5
9751,4,3,2,6,6,7,10,1,4,4
26802,2,2,7,8,7,6,15,1,5,2
22648,3,1,1,2,3,7,14,1,6,5
12991,4,4,3,2,7,5,11,1,3,4
21099,1,1,4,8,8,5,14,0,7,4
24883,4,1,6,8,2,7,14,1,6,4
23607,3,1,8,6,2,6,14,1,5,6
1270,3,2,5,3,6,4,-1,2,3,1
23098,3,1,4,5,6,3,14,2,3,2
13840,3,1,1,7,1,4,12,0,3,3
1487,3,3,5,4,6,3,-1,2,3,1
6871,2,2,8,3,5,1,9,0,3,3
1599,3,3,8,3,8,4,-1,0,5,1
322,2,1,4,3,4,2,-1,1,2,1
26356,2,1,5,6,4,2,15,1,2,4
11701,4,1,3,6,1,3,11,0,3,3
23387,3,1,7,3,5,7,14,1,6,4
5086,4,4,4,3,2,1,7,0,3,2
12171,4,2,5,6,1,7,11,0,5,4
21223,1,1,7,7,6,1,14,0,5,6
23696,3,2,1,7,5,3,14,2,2,4
2990,3,2,7,6,1,2,2,0,2,6
15257,4,1,4,3,8,7,12,0,6,4
15005,3,3,5,2,5,4,12,3,2,2
11465,3,3,4,2,6,2,11,1,3,2
15515,4,2,1,3,2,5,12,1,3,2
24397,4,1,2,3,7,4,14,1,3,5
10659,2,2,1,1,8,2,11,0,6,7
15615,4,2,2,8,2,5,12,1,3,3
24833,4,1,6,4,2,4,14,1,3,4
16806,1,1,3,5,8,3,13,0,7,5
17287,2,1,5,4,4,7,13,1,6,3
5305,3,1,2,5,1,7,8,0,6,2
17029,2,1,1,6,4,7,13,1,6,3
14571,3,2,5,8,4,4,12,3,2,4
26764,2,2,6,7,6,5,15,2,4,2
19607,4,1,4,3,8,3,13,0,4,4
3710,4,3,2,2,1,8,5,0,5,6
22900,3,1,2,4,6,4,14,2,3,4
12703,4,3,5,8,3,7,11,1,4,2
20740,4,2,8,2,2,7,13,1,5,6
18869,3,2,5,8,3,7,13,1,5,2
19710,4,1,5,2,5,8,13,0,7,6
22767,3,1,1,7,3,4,14,2,3,3
22033,2,1,7,8,2,5,14,1,4,5
14491,3,2,5,3,7,3,12,1,4,2
15201,4,1,2,8,8,5,12,0,4,6
20232,4,2,2,8,6,4,13,2,2,4
4461,4,4,5,4,1,1,6,0,3,4
9437,4,2,2,6,8,3,10,0,4,6
13659,2,2,5,2,8,2,12,0,6,3
18490,3,2,1,7,4,7,13,1,5,3
2509,4,3,6,4,6,5,-1,2,2,1
15355,4,1,5,6,7,8,12,0,7,2
3329,4,2,6,8,2,1,4,0,2,7
27324,4,1,2,1,3,6,15,2,5,5
7351,3,3,8,4,5,1,9,0,2,3
19652,4,1,4,6,6,8,13,0,7,2
19177,3,2,8,6,4,6,13,2,4,4
15360,4,1,5,7,6,3,12,2,2,4
5245,2,2,2,3,6,2,8,1,4,4
15255,4,1,4,3,7,8,12,0,7,5
15610,4,2,2,7,8,5,12,0,4,6
27895,1,1,8,2,6,3,16,2,5,2
14534,3,2,5,6,6,8,12,0,6,2
2194,4,2,6,4,7,4,-1,1,3,1
6687,2,1,3,5,7,1,9,0,5,4
2871,3,2,8,4,1,1,1,0,2,7
3638,4,2,6,4,1,3,5,0,3,5
23949,3,2,6,8,4,5,14,3,3,3
21312,2,1,1,1,7,6,14,1,5,6
24229,4,1,1,4,7,5,14,1,4,6
13296,2,1,1,6,8,8,12,0,7,7
12815,4,3,8,2,7,7,11,1,4,5
7619,4,3,3,1,1,7,9,0,4,6
990,3,1,6,3,7,4,-1,1,4,1
14439,3,2,5,1,7,7,12,1,5,6
11924,4,2,1,4,1,6,11,0,4,2
17,1,1,4,1,5,1,-1,0,4,1
20061,4,2,1,7,3,6,13,2,4,2
18814,3,2,4,8,7,3,13,1,4,5
16959,1,1,8,6,8,1,13,0,7,5
27977,2,1,3,7,3,5,16,2,4,2
19543,4,1,2,5,7,7,13,1,6,5
19090,3,2,8,1,6,8,13,0,6,7
15877,4,2,7,5,3,6,12,2,4,4
5866,4,2,3,5,7,2,8,1,3,4
4680,3,3,2,3,8,1,7,0,5,6
23782,3,2,3,3,4,4,14,3,2,1
8095,4,4,4,1,6,1,9,0,3,2
5362,3,1,6,3,5,1,8,0,2,2
13369,2,1,4,6,3,8,12,0,7,2
21662,2,1,3,8,8,6,14,0,6,5
3083,3,3,7,8,2,1,2,0,2,7
8830,3,2,1,1,6,2,10,1,3,5
1338,3,2,6,5,5,6,-1,2,4,1
8778,3,1,6,3,1,8,10,0,7,5
5718,4,1,2,5,1,8,8,0,7,3
3599,4,2,4,4,1,2,5,0,3,3
26007,2,1,1,6,5,3,15,2,3,4
19923,4,1,8,5,4,7,13,1,6,4
5985,4,3,2,1,7,1,8,0,3,5
19042,3,2,7,5,7,7,13,1,5,2
6235,4,3,8,8,5,1,8,0,2,7
9697,4,3,1,2,1,4,10,0,3,2
12864,4,3,8,6,6,8,11,0,5,2
25231,4,1,8,8,4,4,14,3,3,4
13976,3,1,4,8,2,8,12,0,7,2
9793,4,3,4,7,1,5,10,0,3,3
22083,2,1,8,3,5,8,14,0,7,5
20930,4,3,7,6,5,5,13,3,2,2
26551,2,1,7,7,4,5,15,3,4,3
10563,2,1,4,8,1,5,11,0,4,3
19609,4,1,4,3,8,5,13,0,4,4
7526,4,2,6,7,2,8,9,0,6,4
12712,4,3,5,8,6,6,11,2,3,2
4093,4,2,1,3,7,2,6,1,3,6
22997,3,1,3,3,6,6,14,2,5,3
20083,4,2,1,8,5,4,13,3,2,4
20688,4,2,7,8,2,8,13,0,6,5
15097,3,3,8,6,5,3,12,2,2,3
11793,4,1,5,7,2,8,11,0,7,3
26088,2,1,2,6,5,5,15,3,4,3
14190,3,2,1,1,8,7,12,0,5,7
12618,4,3,5,1,7,3,11,1,3,2
23995,3,2,7,6,3,5,14,2,3,4
167,1,1,8,1,7,2,-1,1,6,1
23558,3,1,8,3,5,7,14,1,6,4
17948,3,1,2,6,5,7,13,1,6,3
7865,4,3,8,1,1,8,9,0,5,7
14470,3,2,5,2,7,7,12,1,5,5
22211,2,2,1,3,7,4,14,1,5,6
809,3,1,2,6,1,7,-1,0,6,1
17133,2,1,4,4,5,8,13,0,7,4
9978,4,3,6,8,8,6,10,0,4,2
3668,4,2,8,1,1,2,5,0,3,7
26219,2,1,3,7,6,5,15,2,4,3
16219,4,3,3,1,4,8,12,0,5,7
25037,4,1,7,8,7,3,14,1,3,5
1332,3,2,6,4,6,5,-1,2,3,1
1849,4,1,6,3,6,2,-1,1,2,1
25653,1,1,3,1,6,5,15,2,5,4
10449,2,1,1,4,5,3,11,2,3,4
9504,4,2,3,8,8,3,10,0,4,5
16099,4,3,1,8,7,6,12,1,3,6
25467,4,2,7,6,3,4,14,2,2,4
1864,4,1,6,5,5,6,-1,2,5,1
3271,4,2,2,5,2,2,4,1,2,3
4911,4,3,4,6,1,3,7,0,3,3
18629,3,2,2,6,8,5,13,0,5,6
9991,4,3,7,3,2,8,10,0,5,5
6675,2,1,3,3,2,8,9,0,7,5
23045,3,1,3,6,7,3,14,1,4,4
18030,3,1,4,4,5,7,13,1,6,3
18966,3,2,7,1,6,6,13,2,4,5
9821,4,3,5,1,8,4,10,0,4,3
12982,4,4,3,1,7,5,11,1,3,4
615,2,2,5,4,4,4,-1,3,2,1
10457,2,1,1,7,3,8,11,0,7,2
15251,4,1,4,3,2,5,12,1,4,2
18514,3,2,1,8,4,6,13,2,4,3
25782,1,1,5,3,5,5,15,3,4,2
18755,3,2,4,2,4,7,13,1,5,5
22776,3,1,1,7,5,3,14,2,2,4
16195,4,3,2,8,3,5,12,2,2,3
21861,2,1,5,8,5,6,14,2,5,2
11419,3,3,2,1,8,6,11,0,5,6
8603,2,2,2,4,7,3,10,1,5,5
4910,4,3,4,5,2,3,7,1,2,2
26714,2,2,3,3,6,4,15,2,4,3
944,3,1,5,5,5,6,-1,2,5,1
14411,3,2,4,6,7,7,12,1,5,3
4975,4,3,6,7,6,1,7,0,2,6
9393,4,1,8,1,6,1,10,0,2,2
16724,4,4,6,2,6,5,12,2,2,3
8985,3,2,5,8,1,3,10,0,2,5
26997,3,1,3,8,6,4,15,2,3,4
26354,2,1,5,6,3,5,15,2,4,2
23945,3,2,6,8,3,5,14,2,3,3
15889,4,2,7,6,3,8,12,0,6,4
18106,3,1,5,2,5,8,13,0,7,6
17562,2,2,1,3,8,6,13,0,6,7
10930,3,1,5,4,8,7,11,0,6,3
6244,4,4,1,3,5,2,8,1,2,4
17157,2,1,4,5,8,5,13,0,6,4
24349,4,1,2,1,7,6,14,1,5,5
7724,4,3,4,6,3,8,9,0,5,2
14489,3,2,5,3,6,7,12,1,5,4
13651,2,2,5,1,7,1,12,0,5,2
11081,3,2,1,4,8,8,11,0,6,7
24128,4,1,1,1,4,6,14,2,5,5
15443,4,1,7,8,7,1,12,0,3,7
7886,4,3,8,6,6,2,9,1,2,4
19352,3,3,6,1,5,3,13,2,2,2
24859,4,1,6,5,4,6,14,2,5,2
23799,3,2,3,6,6,5,14,2,3,3
4912,4,3,4,6,1,7,7,0,4,3
2526,4,3,6,6,7,6,-1,1,3,1
2173,4,2,5,8,6,7,-1,1,5,1
8194,4,4,5,5,8,7,9,0,4,3
24662,4,1,4,7,8,7,14,0,6,4
14306,3,2,2,6,4,8,12,0,6,2
10256,4,4,7,7,6,2,10,1,2,5
19010,3,2,7,4,2,6,13,1,4,5
16107,4,3,2,1,4,6,12,2,3,5
12135,4,2,5,3,2,7,11,1,5,4
10462,2,1,1,8,1,4,11,0,3,4
1557,3,3,7,3,8,4,-1,0,5,1
5118,4,4,6,4,8,3,7,0,4,2
8741,3,1,3,5,7,2,10,1,4,4
18466,3,2,1,4,7,4,13,1,4,6
6309,4,4,2,8,3,1,8,0,3,7
5686,3,3,7,6,8,3,8,0,5,3
3704,4,3,1,8,2,1,5,0,2,7
25985,2,1,1,3,3,5,15,2,4,2
8377,1,1,7,7,8,3,10,0,7,4
26026,2,1,1,7,6,3,15,2,4,5
8591,2,2,1,7,5,1,10,0,3,6
11225,3,2,5,4,7,6,11,1,4,2
6251,4,4,1,4,7,1,8,0,3,6
24077,3,2,8,7,3,5,14,2,3,5
24809,4,1,6,3,2,5,14,1,4,4
22311,2,2,3,2,6,6,14,2,4,4
2319,4,3,1,1,1,2,-1,0,3,1
24371,4,1,2,2,6,8,14,0,7,6
61,1,1,5,4,4,3,-1,2,3,1
12177,4,2,5,6,8,4,11,0,4,3
22412,2,2,4,7,7,4,14,1,5,3
4531,2,2,7,2,4,1,7,0,2,3
24374,4,1,2,2,7,5,14,1,4,5
13671,2,2,5,6,6,1,12,0,4,5
6181,4,3,6,6,8,2,8,0,4,4
12415,4,3,2,2,7,8,11,0,5,6
2590,4,3,7,7,7,8,-1,0,5,1
620,2,2,5,4,6,5,-1,2,4,1
20683,4,2,7,7,7,2,13,1,3,5
11145,3,2,4,2,1,3,11,0,2,3
5091,4,4,4,5,8,1,7,0,4,4
10317,1,1,1,8,6,1,11,0,5,7
17304,2,1,5,6,2,7,13,1,6,3
22602,3,1,1,1,1,3,14,0,2,2
25325,4,2,3,1,5,5,14,3,3,4
1915,4,1,7,4,7,3,-1,1,3,1
23907,3,2,6,3,3,4,14,2,2,3
27580,4,1,6,8,3,5,15,2,4,3
20250,4,2,3,1,5,7,13,1,5,6
7583,4,3,1,8,6,3,9,2,2,5
25871,1,1,6,1,6,6,15,2,5,5
11905,4,2,1,1,8,5,11,0,4,7
26455,2,1,6,8,5,4,15,3,3,4
6637,2,1,1,5,8,1,9,0,6,7
4953,4,3,5,8,7,1,7,0,3,7
13455,2,1,6,2,8,8,12,0,7,6
23513,3,1,8,2,3,6,14,2,5,5
7802,4,3,6,3,1,7,9,0,4,5
49,1,1,5,2,5,3,-1,2,4,1
27900,1,1,8,3,4,3,16,2,3,4
17371,2,1,6,4,2,3,13,1,2,4
4818,4,2,7,1,8,8,7,0,6,7
2351,4,3,1,7,2,8,-1,0,5,1
24244,4,1,1,6,3,4,14,2,3,2
24134,4,1,1,1,5,6,14,2,5,5
25254,4,2,1,1,5,5,14,3,3,4
9100,3,3,1,7,6,2,10,1,3,5
21438,2,1,1,8,3,5,14,2,4,3
7186,3,2,7,7,2,8,9,0,6,5
13314,2,1,3,1,8,3,12,0,6,5
2995,3,2,8,2,1,1,2,0,2,7
15328,4,1,5,2,8,7,12,0,6,5
18646,3,2,2,8,5,8,13,0,6,3
7665,4,3,3,6,7,3,9,1,3,4
24410,4,1,2,4,6,5,14,2,4,4
14864,3,3,2,4,7,4,12,1,4,5
24612,4,1,4,2,7,3,14,1,3,3
20171,4,2,2,4,2,6,13,1,4,2
6463,4,4,6,5,4,2,8,1,2,3
14049,3,1,6,2,8,2,12,0,5,2
16759,1,1,1,5,7,2,13,1,6,6
17012,2,1,1,5,6,4,13,2,4,5
15660,4,2,4,1,5,7,12,1,5,6
17484,2,1,8,2,2,3,13,1,2,6
1615,3,3,8,7,7,6,-1,1,4,1
4678,3,3,1,3,8,1,7,0,5,7
14322,3,2,3,1,2,5,12,1,3,4
12886,4,3,8,8,6,3,11,2,2,5
2886,3,3,5,6,4,1,1,0,2,5
25885,1,1,7,1,5,4,15,3,4,3
16859,1,1,5,6,8,7,13,0,7,3
14260,3,2,1,8,8,5,12,0,5,7
8387,1,1,8,3,6,1,10,0,5,2
9928,4,3,6,2,1,5,10,0,3,5
6639,2,1,1,6,8,1,9,0,6,7
22193,2,2,1,1,7,5,14,1,5,6
19467,4,1,1,3,6,8,13,0,7,5
1459,3,3,1,1,2,1,-1,0,2,1
4511,2,1,2,3,1,5,7,0,4,2
13271,1,1,8,4,7,2,12,1,6,2
8578,2,2,1,4,5,1,10,0,3,4
3845,4,3,7,8,1,1,5,0,3,7
26928,3,1,3,2,4,6,15,2,5,4
19443,3,3,8,7,6,5,13,2,3,2
5170,4,4,8,7,1,1,7,0,3,7
22895,3,1,2,4,5,4,14,3,3,3
19794,4,1,5,8,6,2,13,1,2,6
20451,4,2,5,7,4,4,13,3,2,3
18955,3,2,7,1,3,6,13,2,4,5
17031,2,1,1,6,8,3,13,0,6,7
3036,3,3,5,2,2,1,2,0,2,3
2838,3,2,3,5,1,1,1,0,2,4
27250,3,1,7,6,6,2,15,1,3,4
16273,4,3,3,4,5,7,12,1,4,3
20450,4,2,5,7,3,7,13,1,5,2
12266,4,2,8,2,1,4,11,0,3,7
27107,3,1,6,2,3,3,15,2,2,3
3106,4,3,1,4,4,1,2,0,2,3
18088,3,1,5,1,6,3,13,2,3,2
21652,2,1,3,8,5,1,14,0,3,7
10674,2,2,1,8,7,2,11,1,5,6
10627,2,1,7,4,5,1,11,0,3,3
25368,4,2,4,1,3,4,14,2,2,3
11361,3,2,8,1,2,7,11,1,5,6
13040,4,4,4,6,7,4,11,1,3,3
24467,4,1,2,8,5,4,14,3,3,4
7409,4,1,6,5,6,1,9,0,2,4
20597,4,2,7,2,4,7,13,1,5,5
23148,3,1,5,1,5,6,14,2,5,5
23687,3,2,1,6,3,4,14,2,2,2
5962,4,3,1,6,6,1,8,0,2,5
4870,4,3,2,4,6,2,7,1,2,4
8767,3,1,5,2,1,8,10,0,7,6
13963,3,1,4,7,7,2,12,1,4,5
558,2,1,8,5,7,6,-1,1,5,1
3045,3,3,5,6,3,1,2,0,2,5
8410,2,1,1,7,4,1,10,0,2,6
19158,3,2,8,5,3,4,13,2,2,5
19699,4,1,5,2,2,4,13,1,3,3
4927,4,3,5,3,2,3,7,1,2,3
19006,3,2,7,3,7,7,13,1,5,4
17283,2,1,5,4,3,3,13,2,2,2
13603,2,2,2,6,4,2,12,1,2,4
17543,2,1,8,8,5,2,13,1,3,6
11567,3,3,6,5,7,7,11,1,4,2
1600,3,3,8,4,7,3,-1,1,4,1
4143,4,2,2,5,7,1,6,0,3,5
14805,3,3,1,4,8,4,12,0,5,7
18093,3,1,5,1,7,2,13,1,4,2
16705,4,4,2,6,7,6,12,1,3,5
5037,4,3,8,5,1,3,7,0,3,7
3397,4,3,6,2,2,1,4,0,2,4
607,2,2,5,3,4,3,-1,2,2,1
27036,3,1,4,6,5,2,15,1,2,4
25126,4,1,8,3,6,6,14,2,5,3
16202,4,3,2,8,5,6,12,2,3,3
10547,2,1,4,4,2,8,11,0,7,4
23796,3,2,3,6,5,3,14,2,2,3
18250,3,1,7,1,1,4,13,0,3,6
801,3,1,2,5,1,6,-1,0,5,1
1304,3,2,5,8,5,7,-1,1,5,1
27595,4,1,7,1,3,5,15,2,4,4
1940,4,1,7,7,7,8,-1,0,7,1
24359,4,1,2,2,3,6,14,2,5,4
8785,3,1,6,4,8,8,10,0,7,4
23736,3,2,2,6,5,3,14,2,2,3
25271,4,2,1,6,4,5,14,3,3,3
4855,4,3,1,4,6,2,7,1,2,5
1992,4,2,1,2,2,3,-1,1,2,1
10495,2,1,3,5,1,5,11,0,4,2
12355,4,3,1,4,7,5,11,1,3,6
9423,4,2,1,4,8,8,10,0,6,7
1334,3,2,6,4,7,4,-1,1,4,1
11518,3,3,5,4,8,6,11,0,5,3
27871,1,1,7,7,4,3,16,2,3,4
13968,3,1,4,8,1,6,12,0,5,3
1945,4,1,7,8,6,8,-1,0,7,1
20195,4,2,2,5,3,7,13,1,5,2
16604,4,3,8,2,3,6,12,2,3,5
12015,4,2,4,1,1,3,11,0,3,3
15117,4,1,1,1,1,4,12,0,3,3
15015,3,3,5,3,7,3,12,1,4,2
25424,4,2,6,6,5,4,14,3,2,2
13692,2,2,6,2,7,5,12,1,5,3
19323,3,3,4,2,6,5,13,2,3,3
7393,4,1,3,4,2,8,9,0,7,4
2893,4,3,2,7,3,1,1,0,2,6
26956,3,1,3,6,7,4,15,1,4,4
10662,2,2,1,4,4,2,11,1,2,3
21488,2,1,2,3,8,4,14,0,6,6
23109,3,1,4,5,7,8,14,0,7,3
5075,4,4,3,5,2,1,7,0,3,4
4471,4,4,7,1,8,5,6,0,4,4
27635,4,1,7,6,6,3,15,2,2,3
11629,3,3,8,5,6,6,11,2,3,2
21841,2,1,5,8,2,6,14,1,5,3
16541,4,3,7,4,4,7,12,1,4,3
15396,4,1,6,4,8,6,12,0,5,2
22944,3,1,2,7,8,5,14,0,5,6
15603,4,2,2,6,5,7,12,1,5,3
19671,4,1,4,8,8,7,13,0,6,4
22966,3,1,3,2,3,7,14,1,6,5
20040,4,2,1,5,5,5,13,3,3,4
19123,3,2,8,3,5,8,13,0,6,5
19288,3,3,3,2,6,6,13,2,3,4
3123,4,3,4,5,4,1,2,0,2,4
2313,4,2,8,7,7,8,-1,0,6,1
7955,4,4,1,8,5,1,9,0,3,7
9722,4,3,1,6,5,7,10,1,4,4
18145,3,1,5,4,1,6,13,0,5,4
25626,1,1,2,6,8,6,15,0,7,6
17602,2,2,2,3,8,5,13,0,6,6
17194,2,1,4,8,5,1,13,0,3,7
